storyid,storytitle,sentence1,sentence2,sentence3,sentence4,sentence5,prompt,generated_conclusion
98849095-3d00-4ae6-a23e-1700c32ad27e,The Bus,Gina had finally gained traction on the icy hill.,She was almost onto the main street.,She looked up to see a bus speeding towards her.,She couldn't stop now because she was finally up the hill.,At the last moment she turned onto the shoulder and missed the bus.,Write a concluding sentence for the following story: 'Gina had finally gained traction on the icy hill. She was almost onto the main street. She looked up to see a bus speeding towards her. She couldn't stop now because she was finally up the hill.,"With no other choice, Gina held her breath and prayed for the best as the bus zoomed past her down the hill."
af331b36-7caa-468b-baa0-d5fbbeb7097d,Age Restriction!,"When I was sixteen I took my girlfriend Jane, who was 18, to a movie.",The movie was rated R.,"When I bought Jane's ticket, she slipped inside the theater door.","The ticket guy said I couldn't get in without a guardian, being 16.","I was humiliated, and never went to the movies with Jane after that.","Write a concluding sentence for the following story: 'When I was sixteen I took my girlfriend Jane, who was 18, to a movie. The movie was rated R. When I bought Jane's ticket, she slipped inside the theater door. The ticket guy said I couldn't get in without a guardian, being 16.","Despite being denied entry, the memory of taking Jane to the movie that night will always hold a special place in my heart."
788b7cc9-c642-4321-a9b7-64ba35c15e83,Distant Love,Tina met a boy over the internet.,They hit it off from day one on an online video game.,The talked to each other every day until they could finally meet.,She was nervous about the in person meeting.,He ended up being even more perfect in person to Tina.,Write a concluding sentence for the following story: 'Tina met a boy over the internet. They hit it off from day one on an online video game. The talked to each other every day until they could finally meet. She was nervous about the in person meeting.,"Despite her nerves, Tina knew that meeting the boy in person would only strengthen their bond and make their connection even more special."
0e9d4c94-8da1-4748-b7a0-3b0eca86ca65,Not the Mail,One morning I left early for work.,I turned on the water sprinkler to give the grass a good drink.,The mailman delivered our mail in the box by the street.,When I got home I went out to see what he had delivered.,Much to my surprise the box had a leak and all the mail was wet!,Write a concluding sentence for the following story: 'One morning I left early for work. I turned on the water sprinkler to give the grass a good drink. The mailman delivered our mail in the box by the street. When I got home I went out to see what he had delivered.,"To my surprise, there was a letter from an old friend I hadn't heard from in years."
1b148a73-8e96-447e-9099-690b6de5e783,Sparkle's Struggle,Sparkle was getting too many rejections from OCMP 75 hits on mturk.,She decided to write short stories instead.,She wrote one as quick as she could.,She checked the timer and ten minutes had passed.,Sparkles decided to quit talking and watch tv instead.,Write a concluding sentence for the following story: 'Sparkle was getting too many rejections from OCMP 75 hits on mturk. She decided to write short stories instead. She wrote one as quick as she could. She checked the timer and ten minutes had passed.,"Disheartened by the constant rejections, Sparkle found solace in her newfound passion for writing short stories, determined to use her time and creativity in a more fulfilling way."
f223e94b-daf8-4308-9020-918a53d478ef,Short Circuit,My friends and I were playing the playstation inside the house.,Everyone was having a good time until my friend spilled his drink.,The juice feel on the floor and soaked the play-station.,The system short-circuited and couldn't turn on again.,"Unfortunately, we had to throw the system away.",Write a concluding sentence for the following story: 'My friends and I were playing the playstation inside the house. Everyone was having a good time until my friend spilled his drink. The juice feel on the floor and soaked the play-station. The system short-circuited and couldn't turn on again.,"In the end, we learned the hard way to be more careful and responsible when enjoying our favorite activities together."
7445193e-4886-423f-9040-f5dc103efa6b,New Poster,Dan bought a new poster for his dorm room.,His roommate didn't like it.,Sam kept it up anyway.,One night his roommate drunkenly took it down.,Sam found it in the dumpster and put it back up.,Write a concluding sentence for the following story: 'Dan bought a new poster for his dorm room. His roommate didn't like it. Sam kept it up anyway. One night his roommate drunkenly took it down.,"Despite his roommate's disapproval, Dan was determined to keep the new poster in their dorm room."
70786655-3f9d-4aa4-841b-ec5736e46b6e,In reality,LeTosh was about to be in a reality show.,She was so nervous and uneasy.,"On set, the producers flirted with her and touched her waist.","She tried to act her role, but was bothered by the producers.","She decided to have dignity, quit the job and left the set.","Write a concluding sentence for the following story: 'LeTosh was about to be in a reality show. She was so nervous and uneasy. On set, the producers flirted with her and touched her waist. She tried to act her role, but was bothered by the producers.","Despite her nerves, LeTosh remained determined to push through and perform to the best of her ability in the reality show, despite the inappropriate behavior of the producers."
4d942e72-e708-4376-b99a-9193e5c9f114,Room for Happiness,Susan wasn't enjoying her honeymoon in Las Vegas.,She was bored because didn't like to gamble or drink.,Her new husband realized something was bothering his bride.,"He cancelled their plans for the evening, which cheered her up.",They had room service and spent a romantic night in the hotel room.,"Write a concluding sentence for the following story: 'Susan wasn't enjoying her honeymoon in Las Vegas. She was bored because didn't like to gamble or drink. Her new husband realized something was bothering his bride. He cancelled their plans for the evening, which cheered her up.",Susan's husband's understanding and compassion ultimately turned her disappointing honeymoon in Las Vegas into a more enjoyable experience.
b6734772-1673-45d1-9a88-75d9265d9aa9,Making a Name for Oneself,A man went to a business function.,He mingled and schmoozed all day.,He handed out business cards to everyone he met.,"When he got home, though, he was mortified.",His fly was open and his shirt misbuttoned.,"Write a concluding sentence for the following story: 'A man went to a business function. He mingled and schmoozed all day. He handed out business cards to everyone he met. When he got home, though, he was mortified.","Despite his efforts at the business function, he realized he had accidentally handed out his personal phone number instead of his work number on all of his business cards."
d1270c24-490e-4fe3-b7c7-5664186cec9d,Racecars,William likes to race cars for a living.,When William was young he dreamed of winning Daytona.,Daytona is the biggest race in the country.,William practiced for eight weeks straight.,He won Daytona with two laps to spare.,Write a concluding sentence for the following story: 'William likes to race cars for a living. When William was young he dreamed of winning Daytona. Daytona is the biggest race in the country. William practiced for eight weeks straight.,"After all his hard work and dedication, William finally achieved his childhood dream of winning the prestigious Daytona race."
74579025-1d61-45b5-9cfa-fec9bcdbc789,The Trip,John always wanted to see New York.,"After one year of working as a cop, he planned his trip.","First, he stayed in a business class hotel.","He went downtown, ate pizza and saw a Broadway show.",Then he spent a week in Harlem studying and admiring art.,"Write a concluding sentence for the following story: 'John always wanted to see New York. After one year of working as a cop, he planned his trip. First, he stayed in a business class hotel. He went downtown, ate pizza and saw a Broadway show.","After experiencing the hustle and bustle of the city, John felt fulfilled and grateful for finally achieving his dream of visiting New York."
e4180655-2243-488e-b658-62e1b633e955,First Day of School,George's bus picked him up at 8 for his first day of school.,"When they arrived, he was quiet and timid, sitting silently.","At recess, he did not play with anybody.","But later, at puzzle time, a little girl named Sara befriended him.","By the end of the day, they were inseparable!","Write a concluding sentence for the following story: 'George's bus picked him up at 8 for his first day of school. When they arrived, he was quiet and timid, sitting silently. At recess, he did not play with anybody. But later, at puzzle time, a little girl named Sara befriended him.","George's first day of school turned out to be a success thanks to his new friend Sara, who helped him come out of his shell."
b7a2203f-af8d-4785-9b60-a46929b2a84c,Bad Doggy,Jill was walking her dog.,Her dog came loose from the leash.,Her dog ran into the woods.,Jill chased after her dog.,Her dog returned to her with a dead bird in its mouth.,Write a concluding sentence for the following story: 'Jill was walking her dog. Her dog came loose from the leash. Her dog ran into the woods. Jill chased after her dog.,"Finally, after a long chase, Jill caught up to her dog in the woods and they both headed back home safely."
3e6bf82e-105d-48ad-b226-d6a855e20a3e,Tornado,Kay and her mom were driving home from the Mall.,"Kay looked out the window, and saw a cyclone in the distance.",She shouted at her mom that they needed to get off the road.,"They parked at a nearby store, and everyone hurried into the basement.","The cyclone destroyed many buildings, but Kay and her mom were safe.","Write a concluding sentence for the following story: 'Kay and her mom were driving home from the Mall. Kay looked out the window, and saw a cyclone in the distance. She shouted at her mom that they needed to get off the road. They parked at a nearby store, and everyone hurried into the basement.","As they sat in the darkness of the basement, Kay and her mom listened to the raging cyclone pass overhead, grateful to be safe from harm."
65eeb2fb-7ee5-490b-abba-b44463e900aa,The Post Office,I woke up one morning and got dressed.,I had a package in the mail at the post office.,I walked down the street for 20 minutes.,"When I got the post office, I went to the counter.",I was greeted and given a brown box.,"Write a concluding sentence for the following story: 'I woke up one morning and got dressed. I had a package in the mail at the post office. I walked down the street for 20 minutes. When I got the post office, I went to the counter.","After picking up my package, I headed back home feeling satisfied and accomplished."
a7e57f83-6c16-493b-90b9-a9c1dcb6e0bb,The Bodyguard,It's sort of odd how I became the gangster's bodyguard.,I was shopping in the supermarket for avocados.,I made some random remark about Italian cuisine.,The gangster laughed and told me I was funny.,Now he expects me to take a bullet for him.,Write a concluding sentence for the following story: 'It's sort of odd how I became the gangster's bodyguard. I was shopping in the supermarket for avocados. I made some random remark about Italian cuisine. The gangster laughed and told me I was funny.,Little did I know that my chance encounter in the supermarket would lead me down a completely unexpected path as a bodyguard for a gangster.
7777d75b-1f40-452c-aa0d-ff25f0a8ed97,What a Fall,"In the restaurant kitchen, one of the cooks was making sauce.",He dropped some of the sauce on the ground near him.,Another cook walked by and slipped on the soup.,The cook fell into a pile of flour sacks.,When he got up he looked like a ghost.,"Write a concluding sentence for the following story: 'In the restaurant kitchen, one of the cooks was making sauce. He dropped some of the sauce on the ground near him. Another cook walked by and slipped on the soup. The cook fell into a pile of flour sacks.","In the end, the chaotic scene in the kitchen left everyone laughing and covered in flour."
305067cf-44f1-4813-8403-9fbb988b75cf,Library time,After an exhausting day of classes Becky went down to the library.,To her delight her favorite comfy chair was right to be found.,"As she sat down, she took her iPad out and watched a movie.",She felt so relaxed after a long day.,The hours just flew by.,"Write a concluding sentence for the following story: 'After an exhausting day of classes Becky went down to the library. To her delight her favorite comfy chair was right to be found. As she sat down, she took her iPad out and watched a movie. She felt so relaxed after a long day.","As the movie played on, Becky finally allowed herself to unwind and let go of the stresses of the day."
fac19d43-50b5-43d0-9839-93b12d558024,The Gift,Jane did not know which gift to get for her best friend.,She had in her hand a curling iron and a electric toothbrush.,"Tess had always like gadgets, Jane remembered.",Jane put down the curling iron and went to the register.,Jane purchased the electric toothbrush for her geeky friend.,"Write a concluding sentence for the following story: 'Jane did not know which gift to get for her best friend. She had in her hand a curling iron and a electric toothbrush. Tess had always like gadgets, Jane remembered. Jane put down the curling iron and went to the register.","As she paid for the electric toothbrush, Jane felt confident that she had made the right choice for Tess."
16c120e5-590e-4219-a160-43cc67a34dc0,In it to win it,James challenged John to game of basketball.,James shot the ball thinking he'd make it.,But John blocked it with malice.,John took his shot and made it with a grin.,James walked home sadly.,Write a concluding sentence for the following story: 'James challenged John to game of basketball. James shot the ball thinking he'd make it. But John blocked it with malice. John took his shot and made it with a grin.,"In the end, John emerged victorious in the intense game of basketball."
643dec9d-8567-4cf4-a361-2dbe23ac607b,crop circles,Ethan was interested in crop circles.,He studied as much about them as he could.,He was determined to figure out what caused them.,"But after years of studying, he had no answers.",Ethan decided crop circles would always be a mystery.,"Write a concluding sentence for the following story: 'Ethan was interested in crop circles. He studied as much about them as he could. He was determined to figure out what caused them. But after years of studying, he had no answers.","Despite his best efforts, Ethan was unable to unlock the mystery behind crop circles, leaving him both frustrated and intrigued by the unknown."
2d7ce9b3-1ed2-4b54-891a-af4ca010f1fc,The Passport,Linda was going on a trip to England from The United States.,This was her first time being out of the country.,She had to go to the post office and order her passport.,Linda waited for eight weeks but still hadn't received her passport.,"The day before her flight, her passport finally arrived!",Write a concluding sentence for the following story: 'Linda was going on a trip to England from The United States. This was her first time being out of the country. She had to go to the post office and order her passport. Linda waited for eight weeks but still hadn't received her passport.,"In the end, Linda's excitement for her trip to England turned into disappointment as she realized she may not be able to go due to the delay in receiving her passport."
455bba6d-0000-4b2e-954a-94fe2d528249,Basketball Ball,There was a sport bar near my house that I loved to go to.,I would go with my basketball team after we would win a game.,We would go about ten times every season.,I heard through the grapevine that they closed.,Now we'll have to find a new place to go to.,Write a concluding sentence for the following story: 'There was a sport bar near my house that I loved to go to. I would go with my basketball team after we would win a game. We would go about ten times every season. I heard through the grapevine that they closed.,It was a place filled with cherished memories and I will always remember the good times spent there with my teammates.
ec34dd3e-3b78-4986-83ae-b0586d77af53,Milk Trap,Gina's mom thought Gina lost her phone.,She had texted her to get milk at a test.,"Gina had the phone, and picked up the milk.",Her mother stared at her when she handed her the milk.,Gina smiled as she walked to her room happy to have avoided the trap.,"Write a concluding sentence for the following story: 'Gina's mom thought Gina lost her phone. She had texted her to get milk at a test. Gina had the phone, and picked up the milk. Her mother stared at her when she handed her the milk.","The misunderstanding had been cleared up, and Gina's phone was safe and sound in her hand."
483b077a-aeb7-426d-8048-1183a791654f,Garageband,Kristy loves to sing and play the guitar.,She taught herself how to do both very well.,She was asked to join a garage band with some kids from school.,She memorized all the songs they had written.,She now is the lead guitarist and lead vocals for this band.,Write a concluding sentence for the following story: 'Kristy loves to sing and play the guitar. She taught herself how to do both very well. She was asked to join a garage band with some kids from school. She memorized all the songs they had written.,Kristy was thrilled to have found her place in the band and was excited to showcase her talents on stage.
d1183517-5835-4e64-9c00-09c99108a60b,pit bull,Rod loved a pit bull at the shelter.,But his friends said pit bulls were very violent dogs.,They advised Rod not to adopt it.,Rod decided to adopt it anyways.,"He was glad he did, because his pit wasn't violent at all!",Write a concluding sentence for the following story: 'Rod loved a pit bull at the shelter. But his friends said pit bulls were very violent dogs. They advised Rod not to adopt it. Rod decided to adopt it anyways.,"Despite his friends' warnings, Rod trusted his instincts and chose to follow his heart by giving the pit bull a loving home."
14eff83e-85af-495f-9539-e46d2363f289,Rock climbing fear,Alicia went rock climbing.,She started climbing the cliff.,Fear engulfed her.,She was afraid she would fall.,"Thankfully she made it safe,",Write a concluding sentence for the following story: 'Alicia went rock climbing. She started climbing the cliff. Fear engulfed her. She was afraid she would fall.,"Despite her fear, Alicia conquered the cliff and proved to herself that she was capable of overcoming challenges."
8f266f82-beb9-459c-b190-e4df21a66b45,Blow,Jenny had never heard the wind blow this strongly before.,The windows rattled and the house shook.,"Jenny pulled her blanket tighter around her, fearing the worst.","In the morning, she looked outside, and her fears were confirmed.",The old tree near the street had toppled over during the night.,"Write a concluding sentence for the following story: 'Jenny had never heard the wind blow this strongly before. The windows rattled and the house shook. Jenny pulled her blanket tighter around her, fearing the worst. In the morning, she looked outside, and her fears were confirmed.",The powerful wind had caused significant damage to the trees and buildings in Jenny's neighborhood.
a26cc9b9-075b-43d5-ab71-1344f1daf48a,Kate,Kate was invited on a camping trip with her friends.,But she was afraid of bugs and bears!,She considered declining the invitation.,But her mom talked her into going.,Kate went and ended up having a wonderful time!,Write a concluding sentence for the following story: 'Kate was invited on a camping trip with her friends. But she was afraid of bugs and bears! She considered declining the invitation. But her mom talked her into going.,"In the end, Kate's fears of bugs and bears were overshadowed by the fun and memories she made on the camping trip with her friends."
238ce66a-0a70-4e60-9dbc-b8a0c65d75f1,Cat with no Meow,I have read that cats only meow to communicate with humans.,My cat Pete must have a lot to say to us.,He can be very annoying and loud at times.,One time he completely lost his voice for two days.,We were secretly hoping he would not get it back.,Write a concluding sentence for the following story: 'I have read that cats only meow to communicate with humans. My cat Pete must have a lot to say to us. He can be very annoying and loud at times. One time he completely lost his voice for two days.,"Despite his annoying and loud behavior, I wouldn't trade Pete's meows for anything."
21a1868f-55b9-495e-96d5-23775b7f0979,Moving Away,Lisa was in an unhappy marriage.,"One day, she decided that she would leave her husband.",She asked her husband to leave and put their house up for sale.,"The house sold, and Lisa moved to a little cottage by the bay.",Lisa was happy and felt that she made the right choice.,"Write a concluding sentence for the following story: 'Lisa was in an unhappy marriage. One day, she decided that she would leave her husband. She asked her husband to leave and put their house up for sale. The house sold, and Lisa moved to a little cottage by the bay.","As she settled into her new life, Lisa felt a sense of liberation and peace in her decision to leave her unhappy marriage behind."
925d606b-03b9-4ee1-8a4b-5f58b1f79f31,Fed up.,Kyle worked at his store for a while and was waiting for a promotion.,He was happily working until he was introduced to a new hire.,Kyle learned that his promotion was given to the new hire.,He smiled and pretended everything was fine.,Later that week Kyle quit his job and started freelancing.,Write a concluding sentence for the following story: 'Kyle worked at his store for a while and was waiting for a promotion. He was happily working until he was introduced to a new hire. Kyle learned that his promotion was given to the new hire. He smiled and pretended everything was fine.,"Despite the disappointment, Kyle remained professional and took the news in stride."
8d0401c3-75cc-40f9-b2be-0135cb9f13e5,Mike retires,"Mike was a successful writer, but had gotten sick of writing.",He spoke to the press about quitting writing and then went home.,Mike went home and decided to try to do something else.,He soon realized that not writing left a hole in his heart.,"Mike decided to go back to writing, and said sorry to his fans.","Write a concluding sentence for the following story: 'Mike was a successful writer, but had gotten sick of writing. He spoke to the press about quitting writing and then went home. Mike went home and decided to try to do something else. He soon realized that not writing left a hole in his heart.","Despite his initial decision to quit writing, Mike couldn't ignore the passion and fulfillment that writing brought to his life."
052709dc-43eb-42f9-a9c3-b6bbae7390d1,Online Breeder,Dina wanted a new puppy.,She spoke with several breeders but they charged too much.,Dina searched online for the puppy she desired.,She found a reasonable breeder near her.,Dina was finally able to purchase the puppy she desired.,Write a concluding sentence for the following story: 'Dina wanted a new puppy. She spoke with several breeders but they charged too much. Dina searched online for the puppy she desired. She found a reasonable breeder near her.,"After bringing home her new furry friend, Dina knew that all her effort and persistence had paid off in finding the perfect puppy."
46d870e1-8af2-499a-9bec-8814f80863a6,Jimmy Scratches His Car,Jimmy was washing his car.,He accidentally dropped his wash cloth on the ground.,He didn't rinse it off and continued washing his car.,"After rinsing his car, Jimmy noticed lots of little scratches.",Dirt particles from the cloth had rubbed against his car's paint job.,"Write a concluding sentence for the following story: 'Jimmy was washing his car. He accidentally dropped his wash cloth on the ground. He didn't rinse it off and continued washing his car. After rinsing his car, Jimmy noticed lots of little scratches.","In the future, Jimmy will make sure to always thoroughly clean his washcloth before using it on his car to prevent any more scratches."
151868d6-6540-4c63-94be-629e5ec28e78,Sweet 16,Abby was excited for her sweet 16 birthday party at the hotel.,She got all her friends together and they got a suite at the hotel.,Abby and her friends got together in the room and watched a movie.,The concierge then brought the cake upstairs for the girls to enjoy.,Abby took a slice of the chocolate cake and fell into heaven.,Write a concluding sentence for the following story: 'Abby was excited for her sweet 16 birthday party at the hotel. She got all her friends together and they got a suite at the hotel. Abby and her friends got together in the room and watched a movie. The concierge then brought the cake upstairs for the girls to enjoy.,"Abby's sweet 16 birthday party at the hotel was a night she would never forget, filled with laughter, fun, and memories with her closest friends."
4c0fb75d-836c-4d4f-b50c-b844ba9fc308,The Picnic,Josh decided to go for a picnic.,He packed sandwiches and chips.,"At the picnic spot, he decided to rest a bit before eating.","Unfortunately, while he rested some ants got into the picnic basket.",The ants started eating the food and Josh had to go hungry!,"Write a concluding sentence for the following story: 'Josh decided to go for a picnic. He packed sandwiches and chips. At the picnic spot, he decided to rest a bit before eating. Unfortunately, while he rested some ants got into the picnic basket.","Despite the unwelcome visitors, Josh was still able to enjoy his picnic under the shade of the trees."
f7d8f424-79c6-45fd-804e-cbaaf19a86e2,The Broken Stove.,I had to get something on top of the cabinet.,I stepped on the chair and placed one foot on the Stove.,My hand accidentally hit a bowl.,It fell and cracked the Stove.,I had to buy a new one.,Write a concluding sentence for the following story: 'I had to get something on top of the cabinet. I stepped on the chair and placed one foot on the Stove. My hand accidentally hit a bowl. It fell and cracked the Stove.,I knew I had to come up with a quick solution before anyone noticed the damage I had caused.
ecae86f3-2aad-45c9-90a1-efd11745404b,Buying Cookies,Todd went to the supermarket to buy some cookies.,He found exactly the brand he was looking for.,Todd brought the cookies to the register.,He reached into his pocket and discovered his wallet was missing.,Tom quickly realized he had left his wallet at home.,Write a concluding sentence for the following story: 'Todd went to the supermarket to buy some cookies. He found exactly the brand he was looking for. Todd brought the cookies to the register. He reached into his pocket and discovered his wallet was missing.,"Unfortunately, Todd's trip to the supermarket ended in disappointment when he realized he had lost his wallet."
33ab2fcf-dfde-4f02-b0e5-e6afb97f740f,Showering,Lucy was sulking around the house in dirty sweats.,She was depressed and didn't care to bathe.,After a week she began to feel better.,She decided to take a shower.,After her shower Lucy felt more like her old self.,Write a concluding sentence for the following story: 'Lucy was sulking around the house in dirty sweats. She was depressed and didn't care to bathe. After a week she began to feel better. She decided to take a shower.,"As the warm water cascaded over her, Lucy felt a renewed sense of energy and hope for the future."
c74f0a55-763c-4ccb-991d-34addd648634,No experience,Tim was looking for a job.,"However, no one would hire someone with no experience.",Tim decided to get an internship working for free.,He worked very hard.,At the end of the internship he gained tons of experience.,"Write a concluding sentence for the following story: 'Tim was looking for a job. However, no one would hire someone with no experience. Tim decided to get an internship working for free. He worked very hard.","In the end, Tim's dedication and hard work paid off as he was finally offered a full-time job."
72d361a9-a954-465e-9d75-32004fe0aaf3,The neighbor ride.,Eve was walking home from the grocery store.,She didn't have a car so she was carrying her groceries.,Then she ran into her neighbor.,Her neighbor offered her a ride.,Eve thanked her and obliged.,Write a concluding sentence for the following story: 'Eve was walking home from the grocery store. She didn't have a car so she was carrying her groceries. Then she ran into her neighbor. Her neighbor offered her a ride.,"As they drove back to the neighborhood, Eve felt grateful for her kind neighbor and relieved to have made it home so easily."
a9293a44-e9ff-427c-a68f-66b619171e74,David's First Job,David seen a job ad while on the school computer.,He filled out the application and submitted it.,"Later that day, He is called by HR to come in for a interview tomorrow.","Next day, David goes to his job interview which last 20 minutes.","After the interview, the company offered him the job and he accepted.","Write a concluding sentence for the following story: 'David seen a job ad while on the school computer. He filled out the application and submitted it. Later that day, He is called by HR to come in for a interview tomorrow. Next day, David goes to his job interview which last 20 minutes.","Despite the short duration of the interview, David feels confident that he made a good impression and is hopeful for the job opportunity."
261b3c9b-4834-4ace-9082-3f253789ccf1,Lorraine Learns Chess,Lorraine has always wanted to learn how to play chess.,She asks her older brother Fred to teach her how to play.,Fred teaches Lorraine all the rules of chess.,"Afterwards, Lorraine and Fred play a game of chess.","Although she loses her first game, Lorraine is happy she can play.","Write a concluding sentence for the following story: 'Lorraine has always wanted to learn how to play chess. She asks her older brother Fred to teach her how to play. Fred teaches Lorraine all the rules of chess. Afterwards, Lorraine and Fred play a game of chess.","After a few intense rounds, Lorraine finally emerges victorious over her older brother, proving that with determination and practice, anyone can master the game of chess."
2daaf434-d41a-4141-8c8e-c4014408f27b,Mary Searches For Her Running Shoes,Mary was feeling energetic.,She decided to go on a run.,She searched her house for her running shoes.,She couldn't find them!,She finally found her running shoes in her pile of laundry.,Write a concluding sentence for the following story: 'Mary was feeling energetic. She decided to go on a run. She searched her house for her running shoes. She couldn't find them!,"Disappointed, Mary decided to go for a walk instead."
a1adee59-69d5-4a8a-822b-3dfd40b62e72,Learning Spanish,Pat wanted to learn to speak Spanish.,He decided to look into different ways to learn.,"After looking online, he downloaded the Duolingo app to use.",Pat started picking up on simple words and phrases.,After a few weeks he became slightly fluent in speaking.,"Write a concluding sentence for the following story: 'Pat wanted to learn to speak Spanish. He decided to look into different ways to learn. After looking online, he downloaded the Duolingo app to use. Pat started picking up on simple words and phrases.","After dedicating time to practicing with Duolingo, Pat felt more confident in his ability to speak Spanish."
fd003204-f8d0-4788-8f80-955e20399247,The Strange Wagon,One day Lola found a wagon in the middle of the block.,She went to retrieve it.,Inside the wagon was an envelope.,The envelope contained a letter.,"It said ""The first person to find this wagon can keep it.""",Write a concluding sentence for the following story: 'One day Lola found a wagon in the middle of the block. She went to retrieve it. Inside the wagon was an envelope. The envelope contained a letter.,"As Lola read the heartfelt words written in the letter, she realized that the unexpected find had brought a touch of magic to her day."
38c320db-aa2b-4885-8303-2e3f0816bc20,The New Bike,Randy got a new bicycle and helmet for his birthday.,His mom told him he had to wear the helmet if he rode.,He did not like the helmet so he did not put it on.,He crashed the bike into a big oak tree.,Randy got stitches in his head and his bike taken away.,Write a concluding sentence for the following story: 'Randy got a new bicycle and helmet for his birthday. His mom told him he had to wear the helmet if he rode. He did not like the helmet so he did not put it on. He crashed the bike into a big oak tree.,"In the end, Randy learned the hard way that safety should always come first, no matter how much he disliked the helmet."
44a00dc9-e826-46d3-9eda-22f29ca48062,The Parrot,Bob wanted a parrot.,His parents decided to get him one.,Bob realized that a parrot was hard work.,He decided to sell the parrot.,His parents got angry and grounded him for being irresponsible.,Write a concluding sentence for the following story: 'Bob wanted a parrot. His parents decided to get him one. Bob realized that a parrot was hard work. He decided to sell the parrot.,"In the end, Bob learned that owning a parrot was not as easy as he thought it would be."
08ef1ef0-5bf7-4b3c-8016-b61a6121533c,New job,I was very nervous to start my job as a CNA.,I could barely sleep the night before my first day.,I put on the cutest scrubs I could and took a deep breath.,I walked into the job with confidence and everyone thought I was cute.,I made friends quickly and I found myself loving my new job.,Write a concluding sentence for the following story: 'I was very nervous to start my job as a CNA. I could barely sleep the night before my first day. I put on the cutest scrubs I could and took a deep breath. I walked into the job with confidence and everyone thought I was cute.,"Despite my nerves, I proved myself capable and left a positive impression on my coworkers on my first day as a CNA."
a1c0b614-175d-4456-aadc-c45d18c475f4,Blind Date,Nick decided to go on a blind date with Anna.,He sent Anna his picture so she would know who she was meeting.,They decided to meet at a bar the following night.,"Nick was late getting to the bar, which made Anna upset.","Anna decided she was not interested in Nick, and left.","Write a concluding sentence for the following story: 'Nick decided to go on a blind date with Anna. He sent Anna his picture so she would know who she was meeting. They decided to meet at a bar the following night. Nick was late getting to the bar, which made Anna upset.","Despite the rocky start, Nick and Anna ended up having a great time on their blind date."
d843b174-c013-47b8-b391-72d9bcb70858,Online Benefits,It was one week before Christmas.,I was nine months pregnant and didn't want to walk around stores.,However I needed to do some shopping.,I bought everything I needed from home using Walmart's website.,The items were shipped to my local store for free and I was happy.,Write a concluding sentence for the following story: 'It was one week before Christmas. I was nine months pregnant and didn't want to walk around stores. However I needed to do some shopping. I bought everything I needed from home using Walmart's website.,I was so grateful for the convenience of online shopping during the holiday season.
39a569f4-144f-46f3-a02e-bc489469f999,New headphones,Kelly needed to get a new pair of headphones.,She had earbuds but needed new ones.,She searched everywhere for the perfect pair.,Finally she found a pair.,When she tried them on they were great.,Write a concluding sentence for the following story: 'Kelly needed to get a new pair of headphones. She had earbuds but needed new ones. She searched everywhere for the perfect pair. Finally she found a pair.,Kelly was thrilled to have found the perfect pair of headphones after her exhaustive search.
756b98c4-ac7d-49ff-b629-a0163efc7261,New Jingle,Tim was trying to think of a jingle.,He needed to sell his new product.,He refused to let anyone help.,"Tim thought hard, but couldn't think of anything.","Finally, he decided to let his friends help him.","Write a concluding sentence for the following story: 'Tim was trying to think of a jingle. He needed to sell his new product. He refused to let anyone help. Tim thought hard, but couldn't think of anything.","In the end, Tim realized that sometimes the best solutions come when we open ourselves up to collaboration and new ideas."
a38aaaaf-ce30-437a-87cc-3d25e5d9676a,Farm Life,Ellie lived on a potato farm.,One year she decided to farm lettuce too.,The potatoes grew very well.,The lettuce did not grow at all.,Ellie decided to stick to potato farming in the future.,Write a concluding sentence for the following story: 'Ellie lived on a potato farm. One year she decided to farm lettuce too. The potatoes grew very well. The lettuce did not grow at all.,"In the end, Ellie realized that sticking to what she knew best was the key to success on her potato farm."
c873cea0-7f7e-435c-af7b-b6195b5778e7,Motivation,I received poor test results from the last exam.,"Since i was demotivated, I wanted to drop out of the class.",The professor was irritated when he heard that.,He told me to fight as much as you can to pass.,"Taking his advice into consideration, I decided to cheer up.","Write a concluding sentence for the following story: 'I received poor test results from the last exam. Since i was demotivated, I wanted to drop out of the class. The professor was irritated when he heard that. He told me to fight as much as you can to pass.","Despite feeling discouraged, I decided to push forward and work hard to improve my grades in the class."
bb95a99e-47a4-418d-afec-0829ba8ad5a4,Jake Passes Spanish Class,Jake was failing his Spanish class.,Jake had not done his homework for that particular class in weeks.,He asked if he could make up his missing assignments after class.,His professor agreed to accept his assignments with a late penalty.,Jake made up his assignments and passed the class.,Write a concluding sentence for the following story: 'Jake was failing his Spanish class. Jake had not done his homework for that particular class in weeks. He asked if he could make up his missing assignments after class. His professor agreed to accept his assignments with a late penalty.,Jake was relieved that he had the opportunity to improve his grade in Spanish class.
b76adaaa-947c-4e04-af63-1410da66eae8,Concert,Rich and his friends went to see Garth Brooks in concert.,There were so many people at the concert.,They got some drinks and found their seats.,Rich sang along to every song.,He thought it was the best concert ever.,Write a concluding sentence for the following story: 'Rich and his friends went to see Garth Brooks in concert. There were so many people at the concert. They got some drinks and found their seats. Rich sang along to every song.,It was a night they would never forget.
